subr_numb,cust_numb,telp_type,subr_stts,subr_type,sms_lang,ivr_lang,ussd_lang,comp_code,grup_code,blpd_code,cc_lang,last_chng_dttm,frst_swon_dttm,swon_dttm,swon_resn_code,card_numb
66812226368,52345769,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226378,52345770,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226388,52345771,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226398,52345772,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226408,52345773,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226418,52345774,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226428,52345775,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226438,52345776,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226448,52345777,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226458,52345778,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226468,52345779,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226478,52345780,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226488,52345781,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226498,52345782,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226508,52345783,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226518,52345784,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226528,52345785,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226538,52345786,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226548,52345787,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226558,52345788,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226568,52345789,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226578,52345790,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226588,52345791,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226598,52345792,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226608,52345793,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226618,52345794,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226628,52345795,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226638,52345796,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226648,52345797,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226658,52345798,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226668,52345799,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226678,52345800,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226688,52345801,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226698,52345802,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226708,52345803,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226718,52345804,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226728,52345805,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226738,52345806,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226748,52345807,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226758,52345808,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226768,52345809,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226778,52345810,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226788,52345811,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226798,52345812,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226808,52345813,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226818,52345814,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226828,52345815,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226838,52345816,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226848,52345817,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226858,52345818,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226868,52345819,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226878,52345820,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226888,52345821,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226898,52345822,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226908,52345823,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226918,52345824,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226928,52345825,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226938,52345826,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226948,52345827,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226958,52345828,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226968,52345829,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226978,52345830,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226988,52345831,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812226998,52345832,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227008,52345833,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227018,52345834,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227028,52345835,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227038,52345836,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227048,52345837,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227058,52345838,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227068,52345839,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227078,52345840,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227088,52345841,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227098,52345842,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227108,52345843,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227118,52345844,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227128,52345845,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227138,52345846,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227148,52345847,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227158,52345848,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227168,52345849,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227178,52345850,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227188,52345851,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227198,52345852,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227208,52345853,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227218,52345854,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227228,52345855,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227238,52345856,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227248,52345857,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227258,52345858,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227268,52345859,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227278,52345860,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227288,52345861,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227298,52345862,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227308,52345863,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227318,52345864,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227328,52345865,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227338,52345866,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227348,52345867,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227358,52345868,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227368,52345869,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227378,52345870,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227388,52345871,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227398,52345872,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227408,52345873,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227418,52345874,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227428,52345875,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227438,52345876,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227448,52345877,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227458,52345878,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227468,52345879,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227478,52345880,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227488,52345881,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227498,52345882,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227508,52345883,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227518,52345884,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227528,52345885,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227538,52345886,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227548,52345887,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227558,52345888,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227568,52345889,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227578,52345890,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227588,52345891,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227598,52345892,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227608,52345893,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227618,52345894,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227628,52345895,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227638,52345896,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227648,52345897,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227658,52345898,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227668,52345899,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227678,52345900,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227688,52345901,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227698,52345902,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227708,52345903,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227718,52345904,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227728,52345905,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227738,52345906,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227748,52345907,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227758,52345908,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227768,52345909,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227778,52345910,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227788,52345911,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227798,52345912,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227808,52345913,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227818,52345914,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227828,52345915,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227838,52345916,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227848,52345917,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227858,52345918,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227868,52345919,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227878,52345920,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227888,52345921,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227898,52345922,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227908,52345923,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227918,52345924,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227928,52345925,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227938,52345926,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227948,52345927,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227958,52345928,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227968,52345929,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227978,52345930,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227988,52345931,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812227998,52345932,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228008,52345933,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228018,52345934,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228028,52345935,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228038,52345936,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228048,52345937,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228058,52345938,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228068,52345939,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228078,52345940,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228088,52345941,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228098,52345942,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228108,52345943,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228118,52345944,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228128,52345945,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228138,52345946,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228148,52345947,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228158,52345948,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228168,52345949,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228178,52345950,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228188,52345951,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228198,52345952,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228208,52345953,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228218,52345954,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228228,52345955,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228238,52345956,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228248,52345957,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228258,52345958,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228268,52345959,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228278,52345960,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228288,52345961,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228298,52345962,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228308,52345963,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228318,52345964,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228328,52345965,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228338,52345966,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228348,52345967,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228358,52345968,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228368,52345969,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228378,52345970,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228388,52345971,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228398,52345972,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228408,52345973,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228418,52345974,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228428,52345975,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228438,52345976,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228448,52345977,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228458,52345978,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228468,52345979,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228478,52345980,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228488,52345981,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228498,52345982,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228508,52345983,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228518,52345984,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228528,52345985,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228538,52345986,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228548,52345987,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228558,52345988,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228568,52345989,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228578,52345990,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228588,52345991,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228598,52345992,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228608,52345993,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228618,52345994,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228628,52345995,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228638,52345996,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228648,52345997,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228658,52345998,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228668,52345999,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228678,52346000,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228688,52346001,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228698,52346002,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228708,52346003,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228718,52346004,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228728,52346005,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228738,52346006,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228748,52346007,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228758,52346008,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228768,52346009,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228778,52346010,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228788,52346011,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228798,52346012,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228808,52346013,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228818,52346014,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228828,52346015,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228838,52346016,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228848,52346017,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228858,52346018,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228868,52346019,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228878,52346020,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228888,52346021,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228898,52346022,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228908,52346023,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228918,52346024,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228928,52346025,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228938,52346026,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228948,52346027,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228958,52346028,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228968,52346029,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228978,52346030,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228988,52346031,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812228998,52346032,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229008,52346033,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229018,52346034,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229028,52346035,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229038,52346036,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229048,52346037,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229058,52346038,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229068,52346039,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229078,52346040,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229088,52346041,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229098,52346042,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229108,52346043,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229118,52346044,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229128,52346045,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229138,52346046,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229148,52346047,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229158,52346048,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229168,52346049,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229178,52346050,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229188,52346051,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229198,52346052,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229208,52346053,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229218,52346054,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229228,52346055,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229238,52346056,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229248,52346057,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229258,52346058,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229268,52346059,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229278,52346060,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229288,52346061,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229298,52346062,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229308,52346063,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229318,52346064,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229328,52346065,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229338,52346066,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229348,52346067,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229358,52346068,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229368,52346069,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229378,52346070,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229388,52346071,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229398,52346072,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229408,52346073,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229418,52346074,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229428,52346075,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229438,52346076,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229448,52346077,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229458,52346078,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229468,52346079,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229478,52346080,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229488,52346081,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229498,52346082,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229508,52346083,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229518,52346084,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229528,52346085,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229538,52346086,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229548,52346087,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229558,52346088,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229568,52346089,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229578,52346090,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229588,52346091,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229598,52346092,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229608,52346093,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229618,52346094,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229628,52346095,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229638,52346096,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229648,52346097,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229658,52346098,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229668,52346099,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229678,52346100,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229688,52346101,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229698,52346102,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229708,52346103,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229718,52346104,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229728,52346105,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
66812229738,52346106,T,A,,T,T,T,20,0,02,T,,,,0001,89234234234234200
